description,location,true_label,type
"Lucha por tu hermano muere por tu reino vive por la paz en este gran imperio, nunca habra derrotas si nos hacen presos solo tras de muertos capitularemos.Æ✋🏻",Coin (Málaga),Andalucía,city
Alcanzar el cielo sin dejar de tocar el suelo. 🖖,Collado Villalba,Comunidad de Madrid,city
"Regalos Personalizados y publicitarios.Foto taza, camiseta, sudadera...Ropa laboral, deportiva y casual. Trofeos, sellos caucho. Talleres propios. Serviexpres",Collado Villalba Madrid,Comunidad de Madrid,city
"• pa besarme en la mejilla ni me beses, si te sirve de consuelo estaré cuando tropieces • 🥀 • 👩🏻‍🏫👼🏼
ig:belendelgadoo","Collado Villalba, España",Comunidad de Madrid,city
"Asociación de Madres y Padres del C.P.E.E. PEÑALARA de Collado Villalba. El alumnado es de los municipios de la zona Noroeste de Madrid.

ampapenalara@gmail.com","Collado Villalba, España",Comunidad de Madrid,city
"Twitter oficial de Protección Civil de Collado Villalba,  telf de contacto 918501193
Telf para Emergencias 112
proteccioncivilcolladovillalba@gmail.com","Collado Villalba, España",Comunidad de Madrid,city
"Harto de los progres que no aman su país. Enfadado con los que no pronuncian Patria. Si no respetas, no pidas respeto. Tres cosas. Y Lealtad ...V.E.R.D.E. 🇪🇦","Collado Villalba, España",Comunidad de Madrid,city
"Vallecano de nacimiento, Villalbino de sentimiento | Concejal @PSOE_CVillalba | Licenciado en Ciencias Políticas (UCM) | Gamer level 31 | Real Betis | No Trolls","Collado Villalba, España",Comunidad de Madrid,city
"Animación Sociocultural.
Entrenadora de Fútbol.
Monitora de Fútbol Sala.","Collado, España",España,city
"No confíes en los que digan que he cambiado y aún menos en los de he madurado. En general, desconfía de cualquiera que se atreva a describirse.",Colmenar Viejo - Madrid,Comunidad de Madrid,city
"Manos que no dais ¿qué esperáis? ❤️💛💜
FEMINISTA RADICAL.
Tolerancia 0 con el fascismo.","Colmenar Viejo, España",Comunidad de Madrid,city
"Catalán fuera de Cataluña, Español en mi tierra y encima de izquierdas.
Hace falta valor, no hace falta dinero.","Colmenar Viejo, España",Comunidad de Madrid,city
"Entrenador personal, Entrenador Superior de baloncesto, monitor de natación, apasionado por mis aficiones y trabajo",Colmenarejo - Madrid,Comunidad de Madrid,city
"Cuenta oficial del Máster en Innovación Educativa impartido por UC3M, Institución Libre de Enseñanza y Colegio Estudio
https://t.co/fqEZ3cPS7U","Community of Madrid, Spain",Comunidad de Madrid,city
"🏳️‍🌈
A parte de ser la oveja negra soy la oveja arcoiris🤷🏾‍♂️
         Love bad guys🙂","Community of Madrid, Spain",Comunidad de Madrid,city
,"Community of Madrid, Spain",Comunidad de Madrid,city
"Hola! Bienvenido a 🏎️ https://t.co/UX4yUchc4f, 🏎️  mi portal donde pretendo impresionaros a todos con la actualidad del motor deportivo ¿Te lo vas a perder? 🏎️","Community of Madrid, Spain",Comunidad de Madrid,city
Actor. Voice Artist. Twin. Foody. From London- #GreekCypriotBrit. Agent: @DCHmanagementUK & @TangraManagement. #kofi voice @KofiQuest,"Community of Madrid, Spain",Comunidad de Madrid,city
📍Madrid,"Community of Madrid, Spain",Comunidad de Madrid,city
descontrolá x la ciudad cantando hardcore  🎇 http://soundcloud.com/merkuri0,compostela / pontevedra,Galicia,city
"Federación de Servicios de CCOO de Madrid. Agrupa sector Comercio, Financiero, Hostelería, Turismo, Oficinas, de las TIC, las ETT, Telemarketing, Juego, otros..",Comunidad de Madrid,Comunidad de Madrid,city
,"Comunidad de Madrid, España",Comunidad de Madrid,city
🧜🏼‍♀️#renewSPINNINGOUT 🙏🏻🏀🧜🏼‍♀️🦉 RIP GH y T5 21.XI.2019👋🏻 #CarlotaNoEstasSola,"Comunidad de Madrid, España",Comunidad de Madrid,city
Y si....,"Comunidad de Madrid, España",Comunidad de Madrid,city
TCK raising a TCK  🇮🇸 🇪🇸,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Agencia de viajes en moto donde solo tendrás que pensar en disfrutar sobre las dos ruedas, del resto nos ocupamos nosotros.","Comunidad de Madrid, España",Comunidad de Madrid,city
Administrativo en Reformas Rubens,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Learner/Teacher
💚Pública💚","Comunidad de Madrid, España",Comunidad de Madrid,city
♀ 147.,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Disfruto del morbo y del Sexo en todos los sentidos, discreto y muy activo. Manda dm y te muestro lo que quieras😏","Comunidad de Madrid, España",Comunidad de Madrid,city
"📻 #Marketing y contenidos en @clubdelaradio //
🌍 Viajar mi razón de vivir  //
⚜️ Imagen y #comunicación en @GS191Estrella","Comunidad de Madrid, España",Comunidad de Madrid,city
Vive como si fueras a morir mañana. Aprende como si fueras a vivir siempre. Mahatma Gandhi,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Soy El Zorro, ya sabes...","Comunidad de Madrid, España",Comunidad de Madrid,city
"Cada corredor tiene un motivo q le impulsa a correr, ¡haz que tus km cuenten! #MAPOMAmbassador #HazLoQueTeHagaFeliz #aeccenmarcha #RetoDravet #tractorismo 🇪🇸","Comunidad de Madrid, España",Comunidad de Madrid,city
"Let it be. 
También se me conoce como Kendra Bloom.","Comunidad de Madrid, España",Comunidad de Madrid,city
Estudiante de Ingeniería en Tecnologías Ambientales en la UPM · Los gatitos me dan la vida · Un lol siempre entra bien,"Comunidad de Madrid, España",Comunidad de Madrid,city
Somos un equipo de #abogados especializados en hacer valer tus #derechos frente a los que se creen más fuertes. Que #Legalion te acompañe.,"Comunidad de Madrid, España",Comunidad de Madrid,city
Madridista 100/100,"Comunidad de Madrid, España",Comunidad de Madrid,city
👁👄👁,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Se hace todo tipos de portes y mudanzas!! 675 595 983

https://www.facebook.com/PortesYmudanzascristian/","Comunidad de Madrid, España",Comunidad de Madrid,city
"ʟáɴᴢᴀᴛᴇ ᴀʟ ᴍᴜɴᴅᴏ ᴄᴏɴ ʟᴏ ǫᴜᴇ ᴛᴇɴɢᴀs
LIBERTAD = MOTOS 🏍🏍","Comunidad de Madrid, España",Comunidad de Madrid,city
"#ICCP #UPM #VivaEspaña
Pres. http://www.asociacionblasdelezo.es y CEN
#DLPEspaña","Comunidad de Madrid, España",Comunidad de Madrid,city
"me dicen perroflauta x llevar una chapa en la oreja 🏳️‍🌈 
@chrisenvaqueros 🤐
 http://curiouscat.me/chrisenchandal","Comunidad de Madrid, España",Comunidad de Madrid,city
médica de familia. Master Salud Pública. Presidenta de SemgMadrid,"Comunidad de Madrid, España",Comunidad de Madrid,city
"💫Here is my secret, which can not be simpler: only with the heart can you see well; The essential is invisible to the eyes.
-The little Prince-💫","Comunidad de Madrid, España",Comunidad de Madrid,city
"@managingmadrid's Real Madrid Femenino Podcast. Hosted by Om Arvind, @raquelbars, @jesshuh15, Gabe Lezra and @grantlittle09","Comunidad de Madrid, España",Comunidad de Madrid,city
"Al pan pan y al nazi pum 
candado : @_Yaizadlm
insta: @yaizadlm","Comunidad de Madrid, España",Comunidad de Madrid,city
"La lealtad de un animal no conoce límites 🐆🐕Economista y Abogado.
'Confieso que he vivido' (Pablo Neruda).","Comunidad de Madrid, España",Comunidad de Madrid,city
¡Por España! ,"Comunidad de Madrid, España",Comunidad de Madrid,city
"💊🧬 Pharmacist and biotechnologist interested in the study of cancer stem cells, tumour microenvironment and immunology. Crossfitter. Traveler.","Comunidad de Madrid, España",Comunidad de Madrid,city
22. CoD player.,"Comunidad de Madrid, España",Comunidad de Madrid,city
Obrero de la construcción 🇪🇸,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Lo que está bien, está bien aunque no lo haga nadie.","Comunidad de Madrid, España",Comunidad de Madrid,city
"🇪🇸🇦🇷
⚽🏋🏽","Comunidad de Madrid, España",Comunidad de Madrid,city
"20 años
hablarme por md","Comunidad de Madrid, España",Comunidad de Madrid,city
"Lo que legitima nuestra condición de hombres es lo poético;
sea en palabras, sea en artes plásticas, sea en actitudes humanas","Comunidad de Madrid, España",Comunidad de Madrid,city
"Colorectal Surgeon in Hospital Universitario de la Princesa, Madrid. Spain. MD, PhD, European Colorectal Fellowship Covidien 2015-2016.","Comunidad de Madrid, España",Comunidad de Madrid,city
🤓👅💭👂🍯👃📝🍊🍲🥂🎲🙂⏰📲✌📖,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Intervención Asistida con Perros. Formación Canina Adaptada. Educación y Adiestramientos Especiales.
#perrosdeasistencia
#perroseñal #perrosqueavisandesonidos","Comunidad de Madrid, España",Comunidad de Madrid,city
Fotógrafo Venezolano,"Comunidad de Madrid, España",Comunidad de Madrid,city
Crítico incomprendido y víctima de mis propias lecturas.,"Comunidad de Madrid, España",Comunidad de Madrid,city
Laugh as long as you breathe love as long as you live,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Viajera por devoción, hoy estoy aquí y mañana #disfrutasinsaberquévaapasar y #sivuelvolavistaatrásestoyperdida","Comunidad de Madrid, España",Comunidad de Madrid,city
a favor de la ley de dependencia,"Comunidad de Madrid, España",Comunidad de Madrid,city
Demagogo es aquel que predica doctrinas que sabe que son falsas a personas que sabe que son idiotas,"Comunidad de Madrid, España",Comunidad de Madrid,city
"Comunico.
Cultura, estrategia y tecnología. 
Por los descosíos del libre pensar","Comunidad de Madrid, España",Comunidad de Madrid,city
"Formación en los Sectores del Transporte, Industrial y Medioambiental. Agencia de colocación autorizada.",Comunidad Valenciana,Comunidad Valenciana,city
,"Conil de la Frontera, España",España,city
,Constantina (Sevilla),Andalucía,city
"Dime a quién idolatras, y sabré tus carencias.
Toleido, Espainia.","Consuegra, España",España,city
"💎25💎
- No hay batalla que no se pueda ganar y no hay carga que no se pueda soportar- 💪🇪🇸🏋🏻⚽","Consuegra, Toledo",Castilla-La Mancha,city
"Psicólogo, psicoanalista y docente. Consulta: psicodinamika@gmail.com / 686 77 41 39",Consulta en Madrid y online,Comunidad de Madrid,city
"Sporting club 💙
River plate ⚽️
Disck Jockey 🎧",Cordoba,Andalucía,city
"Biotecnologo, escritor, bancario...",Cordoba,Andalucía,city
"Cosmetologa integral 💆🏻‍♀️
Amor por las pieles ❤",cordoba,Andalucía,city
Ig: leantapia07,Cordoba,Andalucía,city
"SOLO VIVES UNA VEZ, HAZLO CON PERSONALIDAD, RESPETA PARA QUE TE RESPETEN, Y SONRIE TODO LO POSIBLE.",cordoba,Andalucía,city
🐕🐕,Cordoba,Andalucía,city
"22 años - 

Folclore y Rock 💃🤘 -

 \(87-27)/",Cordoba,Andalucía,city
"🔞🔞🔞+18 contenido privado y solo para mayores de edad, fotos privadas de contenido explicito.",Cordoba,Andalucía,city
say yes to new adventures ✨,Cordoba,Andalucía,city
"Profesora titular de Universidad, comprometida en Educación para ciudadanía global. EcoFeminista. #Agenda2030.Ahora, directora de la AACID. Cuenta personal.",Cordoba,Andalucía,city
Medicina - UNC,Cordoba,Andalucía,city
Mamá de Milagros y Morena★ Hincha de Boca y Riquelmista!★Enamorada de la vida,Cordoba,Andalucía,city
,cordoba,Andalucía,city
Soy un bacalao 👫503 Km y 394 Km 🚊 uwu,Cordoba,Andalucía,city
q onda,Cordoba,Andalucía,city
En fin cada loco con su tema...,cordoba,Andalucía,city
Anticapitalista,CORDOBA,Andalucía,city
"Siempre riendome de mi misma, el humor me salva.. ♌♻",cordoba,Andalucía,city
"Abogada. Mediadora familiar, civil y mercantil.",Córdoba,Andalucía,city
,Córdoba,Andalucía,city
"Artiguista Alberdiano , Federalista  Libertario , Progresista  REFORMISTA. Opositor a todo concervadurismo opresor  y  centralista.",Córdoba,Andalucía,city
El titular es el Santo Cristo de la Salud. Realiza la estación de penitencia sin paso portado a hombros por tres hermanos que son elegidos mediante sorteo.,Córdoba,Andalucía,city
"en el colegio me sentaba adelante, no por inteligente, si no por ciega",Córdoba,Andalucía,city
"Estudiante de Traductorado Público de Inglés UNC - Vive, ama, ríe, SUEÑA #",Córdoba,Andalucía,city
"97.Aprendí a rendir,no a rendirme.",Córdoba,Andalucía,city
"Técnico Superior de Proyecto de Edificación, estudiante de Ingenieria de Edificación en la US y amante de la musica {MLSB, MJ...}",Córdoba,Andalucía,city
Francesca👧❤.       10/7/19😍💏,Córdoba,Andalucía,city
"Grado en ADE. Máster Org de Eventos y Com. corpor. Máster marketing, publicidad y diseño. Work in events 📍 Córdoba-Madrid",Córdoba,Andalucía,city
"Si bueno, no?",Córdoba,Andalucía,city
Ingeniero Mecánico,Córdoba,Andalucía,city
Estudiante,Córdoba,Andalucía,city
Cuenta oficial de la Oficina de Relaciones Internacionales de la UCO. Las consultas deben dirigirse a la persona específica vía email https://bit.ly/2ky6FWz,Córdoba,Andalucía,city
Community manager de Peña la Esperanza del Sur. Cofrade. Miembro del proyecto todos preparados y community manager.,córdoba,Andalucía,city
"Soy maestra y escritora. Dedicada a la Humanidad; emociónate, Libertad.
Bailo: Tierra+Agua, Volar💕🌏
#poetisaenredada #poetisa #patriciacastillo #poenredados",Córdoba,Andalucía,city
"hago maquetas mientras escucho a los arctic 






























































Diseño Industrial - Faud",Córdoba,Andalucía,city
Enfermero cordobesista y culé a partes (más o menos) iguales. #Córdoba #SOSCCF #FCKNZS #FCKVOX,Córdoba,Andalucía,city
"Alvearense en Córdoba. 
Fanático de River y amante del fútbol ⚽",Córdoba,Andalucía,city
Perfil oficial de @CiudadanosCs en Córdoba capital. 🍊 📲 También estamos en Facebook e Instagram,Córdoba,Andalucía,city
"Aspirante al mejor papá del mundo! El resto, sin importancia.",Córdoba,Andalucía,city
"Socialista, siempre a la izquierda. Ubi societas ibi ius.",Córdoba,Andalucía,city
"Juventud de Izquierda Socialista Terciarios en el FIT-U + Independientes 
Construyendo la UIT-CI",Córdoba,Andalucía,city
Mariana Anabela Prof. de Nivel Inicial. Hincha de I.A.C.C. Fans de Luciano Ariel Pereyra,Córdoba,Andalucía,city
Aficiones: Matemáticas - Ciencia - Ensayo,Córdoba - Andalucía,Andalucía,city
Todo es temporal,Córdoba - Santiago del Estero,unknown,city
"Papá , Pensando En Vos Siempre , Siempre Extrañándote ! ♫♪",Córdoba - Villa Maria,unknown,city
"Periodista, curioso compulsivo y coleccionista de saberes inútiles.",Córdoba (España),Andalucía,city
"""Estoy hasta los cojones de todos nosotros"" . E. Figueras. Siglo XIX. Cada día más de acuerdo...",Córdoba (España),Andalucía,city
"Asociación de personas y recursos humanos. Trabajamos con personas y para las personas. #Pasión
aperhcordoba@gmail.com",Córdoba / España.,Andalucía,city
soñar que cada acorde distinto es un nuevo paso hacia el exito,Córdoba España,Andalucía,city
Twitter oficial de la oficina provincial (ONG Fundación Secretariado Gitano) en Córdoba  #DiversidadCultural #Gitanos #Gitanas,Córdoba-España,Andalucía,city
Odiar es pa flojitos los titanes aman fleje,Córdoba-Granada,Andalucía,city
Intento de Traductor e Intérprete,Córdoba-Granada-Wolverhampton,Andalucía,city
"Give me a shot at the night.
Give me a moment, some kinda mysterious.",Còrdoba-madrid,Andalucía,city
,"Córdoba, Andalucía",Andalucía,city
"No me gustan las redes sociales, y a ellas no les gusto yo, pero aquí estamos.

Mis libros disponibles en Amazon.

carloskaballero1@gmail.com","Córdoba, Andalucía",Andalucía,city
